Country Name,Year,Population
United Arab Emirates,1965.0,130037.0
United Arab Emirates,1965.0,683.0
United Arab Emirates,1965.0,46.193207
United Arab Emirates,1965.0,5.17851264957186
United Arab Emirates,1965.0,68.6600308763601
United Arab Emirates,1965.0,11.6500308299992
United Arab Emirates,1965.0,71020.0
United Arab Emirates,1965.0,2.02
United Arab Emirates,1965.0,147545.993328094
United Arab Emirates,1965.0,0.119686657648069
United Arab Emirates,1965.0,0.0299216650808184
United Arab Emirates,1965.0,33.4258710982259
United Arab Emirates,1965.0,38000.0
United Arab Emirates,1965.0,138.1
United Arab Emirates,1965.0,8.86884037478152
United Arab Emirates,1965.0,29.8360214929137
